movie,metascore,rating,runtime,genre1,release_date,release_year,rat_avg,rat_count,rat_poscount,rat_mixcount,rat_negcount,prodbudget,adbudget,franchise,source,domgross,intlgross,distributor
Outfoxed: Rupert Murdoch's War on Journalism,58,Unrated,78,Documentary,06aug2004,2004,7.5,16,13,0,3,,,,Based on Real Life Events,461572,43587,Cinema Libre
Open Water,63,R,79,Drama,06aug2004,2004,3.7,89,32,9,48,500000,8000000,,Original Screenplay,30610863,24057091,Lionsgate
Little Black Book,36,PG-13,111,Drama,06aug2004,2004,5.9,13,8,1,4,30000000,,,Original Screenplay,20698668,1336164,Sony Pictures
Mean Creek,74,R,90,Drama,20aug2004,2004,7.5,25,20,2,3,500000,,,,603951,363798,Paramount Vantage
Bright Leaves,79,,107,Documentary,25aug2004,2004,,3,1,1,1,,,,Based on Real Life Events,77888,,First Run Features
Chooch,17,R,81,Comedy,27aug2004,2004,7.5,4,3,0,1,,,,Original Screenplay,31015,,Artistic License
The Brown Bunny,51,Not Rated,93,Drama,27aug2004,2004,3.5,24,8,1,15,10000000,,,Original Screenplay,366301,264126,WellSpring
Brothers in Arms,48,Unrated,68,War,27aug2004,2004,,0,0,0,0,,,,Based on Real Life Events,3664,,First Run Features
L.A. Twister,29,,92,Comedy,27aug2004,2004,,2,2,0,0,,,,,54444,,Indican Pictures
Bush's Brain,48,PG-13,80,Documentary,27aug2004,2004,,2,2,0,0,,,,Based on Real Life Events,177525,,Vitagraph Films
The Cookout,15,PG-13,97,Comedy,03sep2004,2004,5.6,8,5,0,3,16000000,,,Original Screenplay,11814019,195051,Lionsgate
Persons of Interest,63,,63,Documentary,03sep2004,2004,,0,0,0,0,,,,,1672,,First Run/Icarus
Paparazzi,38,PG-13,84,Action,03sep2004,2004,5.6,14,9,0,5,20000000,,,Original Screenplay,15714234,1082278,20th Century Fox
A Letter to True,51,,78,Documentary,08sep2004,2004,,2,1,0,1,,,,Based on Real Life Events,15635,,Zeitgeist
Cellular,60,PG-13,94,Action,10sep2004,2004,6.7,37,28,2,7,45000000,,,Original Screenplay,32003620,24419067,New Line
Criminal,61,R,87,Drama,10sep2004,2004,5.4,9,5,0,4,,,,Original Screenplay,929233,,Warner Bros.
Cowboys & Angels,51,,89,Drama,17sep2004,2004,7.4,8,6,0,2,,,,Original Screenplay,33941,,TLA Releasing
Head in the Clouds,40,R,132,Drama,17sep2004,2004,8.800000000000001,13,12,1,0,,,,Original Screenplay,398278,3112327,Sony Pictures
Mr 3000,57,PG-13,104,Drama,17sep2004,2004,6.7,6,4,1,1,30000000,,,Original Screenplay,21811187,28190,Walt Disney Pictures
Silver City,47,R,128,Drama,17sep2004,2004,5.7,9,5,0,4,,,,Original Screenplay,1020656,363739,Newmarket Films
Particles of Truth,48,R,101,Drama,17sep2004,2004,,2,2,0,0,,,,,5348,,Matter Productions
Sky Captain and the World of Tomorrow,64,PG,106,Action,17sep2004,2004,5.7,134,70,16,48,70000000,,,Original Screenplay,37762677,20196019,Paramount Pictures
A Dirty Shame,56,NC-17,89,Comedy,24sep2004,2004,5.6,16,9,1,6,,,,Original Screenplay,1339668,574498,Fine Line
Mind the Gap,46,R,134,Drama,24sep2004,2004,8.699999999999999,9,8,0,1,,,,Original Screenplay,10637,,Mind the Gap
Rick,52,R,100,Drama,24sep2004,2004,,1,1,0,0,,,,,11991,,Vitagraph Films
Moog,51,,72,Documentary,24sep2004,2004,,0,0,0,0,,,,Based on Real Life Events,3604,,Plexifilm
The Forgotten,43,PG-13,91,Sci-Fi,24sep2004,2004,5.5,113,58,11,44,50000000,,,Original Screenplay,67133509,50459322,Sony Pictures
The Last Shot,47,R,93,Comedy,24sep2004,2004,7.2,5,3,2,0,40000000,,,Based on Real Life Events,464275,,Walt Disney Pictures
First Daughter,31,PG,106,Drama,24sep2004,2004,5.6,14,8,0,6,30000000,,,Original Screenplay,9055921,1536259,20th Century Fox
Hollywood Buddha,42,,99,Drama,24sep2004,2004,,3,2,0,1,,,,Original Screenplay,72115,,Artistic License
Ladder 49,47,PG-13,115,Action,01oct2004,2004,8.1,54,44,7,3,60000000,44400000,,Original Screenplay,74541707,26030337,Walt Disney Pictures
Going Upriver: The Long War of John Kerry,70,PG-13,87,Biography,01oct2004,2004,9.199999999999999,17,16,0,1,,,,Based on Real Life Events,614138,,ThinkFilm
Shark Tale,48,PG,90,Comedy,01oct2004,2004,5.2,59,31,6,22,75000000,55900000,,Original Screenplay,160861908,206413111,Dreamworks SKG
Dig!,76,R,107,Documentary,01oct2004,2004,9.1,9,9,0,0,,,,Based on Real Life Events,127067,68700,Palm/Manga
I Heart Huckabees,55,TV-MA,107,Drama,01oct2004,2004,7.3,108,80,9,19,22000000,,,Original Screenplay,12785432,7286740,Fox Searchlight
Taxi,27,PG-13,97,Action,06oct2004,2004,4.2,38,15,3,20,,,,Remake,36611066,32284369,20th Century Fox
Friday Night Lights,70,PG-13,118,Action,08oct2004,2004,6.9,82,62,2,18,30000000,,,Based on Book/Short Story,61255921,694849,Universal
The Hillside Strangler,19,R,97,Thriller,08oct2004,2004,,2,1,0,1,,,,Based on Real Life Events,4143,,Tartan Films
Raise Your Voice,33,PG,103,Romance,08oct2004,2004,6.8,55,37,2,16,15000000,,,Original Screenplay,10411980,4455534,New Line
Primer,68,PG-13,77,Sci-Fi,08oct2004,2004,7.6,43,36,2,5,7000,,,Original Screenplay,424760,141086,ThinkFilm
Around the Bend,46,R,85,Drama,08oct2004,2004,8.199999999999999,11,10,1,0,,,,Original Screenplay,193637,385713,Warner Independent
The Dust Factory,48,PG,99,Drama,15oct2004,2004,,0,0,0,0,,,,Original Screenplay,12311,,MGM
Hair Show,34,PG-13,105,Comedy,15oct2004,2004,,2,2,0,0,,,,Original Screenplay,305281,,Innovation Film Group
P.S.,55,R,97,Drama,15oct2004,2004,,3,2,0,1,,,,Based on Book/Short Story,180503,,Newmarket Films
Team America: World Police,64,NC-17,98,Action,15oct2004,2004,8.1,193,161,12,20,20000000,,,Original Screenplay,32786074,18121348,Paramount Pictures
Shall We Dance,47,PG-13,106,Drama,15oct2004,2004,6.5,33,23,2,8,40000000,,,Remake,57890460,112238000,Miramax
Eulogy,34,TV-MA,91,Drama,15oct2004,2004,7.9,17,15,1,1,10000000,,,Original Screenplay,75076,,Artisan
Saints and Soldiers,56,R,90,Action,15oct2004,2004,7.9,19,16,1,2,780000,,,Based on Real Life Events,1310470,,Excel Entertainment
Riding the Bullet,37,R,98,Thriller,15oct2004,2004,,3,3,0,0,,,,Based on Book/Short Story,134711,,Innovation Film Group
Celsius 41.11: The Temperature at Which the Brain... Begins to Die,42,R,72,War,22oct2004,2004,4.2,14,6,0,8,,,,Based on Real Life Events,93000,,Citizens United
Sideways,94,R,126,Drama,22oct2004,2004,6.3,532,327,56,149,17000000,,,Based on Book/Short Story,71503593,38203338,Fox Searchlight
The Manson Family,56,Unrated,95,Drama,22oct2004,2004,2.9,7,1,1,5,,,,Original Screenplay,19140,,Dinsdale Releasing
Lightning in a Bottle,78,PG-13,103,Documentary,22oct2004,2004,,1,1,0,0,,,,Based on Real Life Events,201711,,Sony Pictures Classics
It's All About Love,32,R,104,Sci-Fi,29oct2004,2004,5,13,5,3,5,,,,Original Screenplay,6140,437260,Strand
Birth,50,R,100,Drama,29oct2004,2004,5.5,54,31,4,19,20000000,,,Original Screenplay,5095038,18830454,New Line
Malevolence,43,R,90,Mystery,29oct2004,2004,7.8,4,3,0,1,200000,,,Original Screenplay,127287,219469,Painted Zebra Releasing
Ray,73,PG-13,152,Biography,29oct2004,2004,8.6,59,56,3,0,40000000,,,Based on Real Life Events,75331600,49399934,Universal
Fade to Black,59,R,109,Documentary,05nov2004,2004,8.300000000000001,4,3,1,0,,,,Based on Real Life Events,728921,13155,Paramount Vantage
The Incredibles,90,PG,115,Action,05nov2004,2004,8.6,309,283,11,15,92000000,54100000,,Original Screenplay,261441092,370001000,Walt Disney Pictures
Intoxicating,38,,102,Drama,05nov2004,2004,,3,3,0,0,,,,Original Screenplay,11560,,Rogue Arts
Brother to Brother,57,Not Rated,90,Drama,05nov2004,2004,9.6,5,5,0,0,,,,Original Screenplay,80906,,Wolfe Releasing
The Polar Express,61,TV-PG,100,Adventure,10nov2004,2004,7.2,90,67,9,14,170000000,58200000,,Based on Book/Short Story,162775358,124140582,Warner Bros.
Overnight,60,R,82,Documentary,10nov2004,2004,9.4,8,8,0,0,,,,,0,15577,ThinkFilm
Kinsey,79,TV-MA,118,Biography,12nov2004,2004,8.699999999999999,55,50,3,2,11000000,,,Based on Real Life Events,10254979,6663744,Fox Searchlight
The Big Red One (re-release),77,PG,113,Action,12nov2004,2004,8.300000000000001,4,4,0,0,,,,Original Screenplay,7206220,,United Artists
After the Sunset,38,PG-13,97,Action,12nov2004,2004,5.8,35,21,5,9,57000000,,,Original Screenplay,28331233,33016564,New Line
Master of the Game,43,R,95,Drama,12nov2004,2004,9.300000000000001,12,11,0,1,,,,,6554,,RS Entertainment
The SpongeBob SquarePants Movie,66,PG,87,Adventure,19nov2004,2004,7.6,99,77,8,14,30000000,49700000,,Based on TV,85417988,54743804,Paramount Pictures
Christmas with the Kranks,22,PG,99,Comedy,24nov2004,2004,2.6,49,11,4,34,50000000,43300000,,Based on Book/Short Story,73780539,22791941,Sony Pictures
Alexander,39,Unrated,175,Action,24nov2004,2004,4.5,167,70,15,82,155000000,46200000,,Based on Real Life Events,34297191,133001001,Warner Bros.
Paper Clips,64,G,82,War,24nov2004,2004,9.1,9,9,0,0,,,,Based on Real Life Events,1121744,31477,Slowhand Cinema
Easy,47,R,99,Drama,26nov2004,2004,,2,1,0,1,,,,Original Screenplay,21589,32236,Magic Lamp
I Am David,47,PG,90,Drama,03dec2004,2004,8,5,4,1,0,,,,Based on Book/Short Story,288552,3824,Lionsgate
The Life Aquatic with Steve Zissou,62,R,119,Adventure,10dec2004,2004,6.9,179,127,11,41,50000000,,,Original Screenplay,24020403,10788000,Walt Disney Pictures
Million Dollar Baby,86,PG-13,132,Drama,15dec2004,2004,7.9,428,343,23,62,30000000,,,Based on Book/Short Story,100492203,116271443,Warner Bros.
Flight of the Phoenix,47,PG-13,113,Action,17dec2004,2004,5.8,21,14,2,5,75000000,,,Remake,21009180,13577088,20th Century Fox
Beyond the Sea,46,TV-14,118,Biography,17dec2004,2004,6.9,29,22,2,5,24000000,,,Based on Real Life Events,6318709,2128906,Lionsgate
Spanglish,48,PG-13,131,Drama,17dec2004,2004,6.6,59,40,7,12,75000000,45700000,,Original Screenplay,42726869,12314498,Sony Pictures
Imaginary Heroes,53,R,111,Drama,17dec2004,2004,7,18,14,1,3,10000000,,,Original Screenplay,228767,62351,Sony Pictures Classics
Lemony Snicket's A Series of Unfortunate Events,62,PG,108,Adventure,17dec2004,2004,6.7,138,97,12,29,100000000,56000000,,Based on Book/Short Story,118634549,90439096,Paramount Pictures
The Aviator,77,PG-13,170,Biography,17dec2004,2004,7,209,158,17,34,110000000,,,Based on Real Life Events,102610330,111131129,Miramax
In the Realms of the Unreal,74,Unrated,81,Biography,22dec2004,2004,9,5,5,0,0,,,,Based on Real Life Events,417120,,WellSpring
The Phantom of the Opera,40,PG-13,143,Drama,22dec2004,2004,8.300000000000001,375,318,14,43,55000000,,,Based on Musical/Opera,51268815,103380072,Warner Bros.
Fat Albert,39,PG,93,Fantasy,25dec2004,2004,6.4,26,18,1,7,45000000,,,Based on TV,48116322,435000,20th Century Fox
The Merchant of Venice,63,R,138,Drama,29dec2004,2004,7.1,26,20,3,3,30000000,,,Based on Book/Short Story,3765585,17652140,Sony Pictures Classics
The Assassination of Richard Nixon,63,TV-MA,95,Biography,29dec2004,2004,8.1,20,17,1,2,,,,Based on Real Life Events,708776,3699038,ThinkFilm
In Good Company,66,PG-13,109,Drama,29dec2004,2004,7,55,43,5,7,26000000,,,Original Screenplay,45806659,15508556,Universal
A Love Song for Bobby Long,48,TV-MA,119,Drama,29dec2004,2004,8.199999999999999,24,22,2,0,,,,Based on Book/Short Story,164308,1676952,Lionsgate
Short Cut to Nirvana: Kumbh Mela,55,Unrated,85,Documentary,14jan2005,2005,9.300000000000001,12,11,0,1,200000,,,Based on Real Life Events,381225,58426,Mela Films
Racing Stripes,43,PG,102,Adventure,14jan2005,2005,6.4,20,13,1,6,30000000,,,Original Screenplay,49772522,40981953,Warner Bros.
Elektra,34,Unrated,97,Action,14jan2005,2005,5.4,67,32,10,25,65000000,,,Spin-Off,24409722,32271844,20th Century Fox
Coach Carter,57,PG-13,136,Drama,14jan2005,2005,8.199999999999999,55,51,2,2,45000000,,,Original Screenplay,67264877,9404929,Paramount Pictures
Assault on Precinct 13,54,R,109,Action,19jan2005,2005,6.1,38,25,5,8,30000000,,,Remake,20040895,15253575,Focus/Rogue Pictures
"Peace, Propaganda & the Promised Land",57,,80,Documentary,28jan2005,2005,7.5,4,3,0,1,70000,,,Based on Real Life Events,4930,,Arab Film Distribution
Aliens of the Deep,71,G,47,Documentary,28jan2005,2005,6.1,13,9,0,4,,,,Based on Real Life Events,8968684,3801953,Walt Disney Pictures
Hide and Seek,35,R,101,Mystery,28jan2005,2005,6,47,27,7,13,25000000,,,Original Screenplay,51100486,71550476,20th Century Fox
Assisted Living,57,R,78,Drama,02feb2005,2005,9,4,4,0,0,,,,Original Screenplay,49048,,Economic Projections
The Wedding Date,32,PG-13,90,Comedy,04feb2005,2005,5.4,21,11,2,8,15000000,,,Based on Book/Short Story,31726995,15448043,Universal
Harry + Max,31,,75,Drama,04feb2005,2005,5.6,0,0,0,0,,,,Original Screenplay,15247,,TLA Releasing
The Letter: An American Town and the 'Somali Invasion',70,,76,Documentary,09feb2005,2005,9.9,17,17,0,0,,,,Based on Real Life Events,1479,,Arab Film Distribution
Hitch,58,TV-14,118,Comedy,11feb2005,2005,7.1,87,70,9,8,55000000,,,Original Screenplay,179495555,188604865,Sony Pictures
Inside Deep Throat,64,NC-17,92,Documentary,11feb2005,2005,7.6,7,7,0,0,2000000,,,Based on Real Life Events,691880,,Universal
Balle Balle! Amritsar to L.A.,55,PG-13,107,Drama,11feb2005,2005,7.6,60,48,1,11,7000000,,,Based on Book/Short Story,6605592,18110848,Miramax
Bigger Than the Sky,21,PG-13,106,Drama,18feb2005,2005,5.8,6,4,0,2,,,,Original Screenplay,21398,,MGM
Constantine,50,R,121,Thriller,18feb2005,2005,6.8,154,111,14,29,75000000,,,Based on Comic/Graphic Novel,75976178,154908550,Warner Bros.
Because of Winn-Dixie,54,PG,106,Drama,18feb2005,2005,7.7,27,22,1,4,15000000,,,Based on Book/Short Story,32647042,942385,20th Century Fox
Man of the House,35,PG-13,100,Action,25feb2005,2005,6.5,15,10,0,5,50000000,,,Original Screenplay,19699706,1877918,Sony Pictures
Cursed,31,Unrated,97,Thriller,25feb2005,2005,5,30,13,5,12,35000000,,,Original Screenplay,19297522,10324200,Miramax/Dimension
The Jacket,44,R,103,Sci-Fi,04mar2005,2005,7.8,45,38,4,3,28500000,,,Original Screenplay,6303762,14822463,Warner Independent
Gunner Palace,70,R,85,War,04mar2005,2005,8.300000000000001,17,15,1,1,,,,Based on Real Life Events,607844,,Palm Pictures
Nowhere Man,41,Unrated,78,Action,11mar2005,2005,,2,0,1,1,,,,Original Screenplay,3105,,First Run Features
Mail Order Wife,61,R,92,Comedy,11mar2005,2005,,3,2,1,0,,,,Original Screenplay,62387,2982,First Independent/Dada Films
Off the Map,68,PG-13,105,Drama,11mar2005,2005,9,23,23,0,0,,,,Based on Play,1317167,,Holedigger Studios
Robots,64,PG,91,Adventure,11mar2005,2005,6.5,86,56,12,18,80000000,,,Original Screenplay,128200012,132518318,20th Century Fox
Hostage,44,R,113,Action,11mar2005,2005,6.8,46,34,8,4,75000000,,,Based on Book/Short Story,34639939,43304786,Miramax
Milk and Honey,55,,90,Drama,18mar2005,2005,,1,1,0,0,,,,Original Screenplay,9331,,WellSpring
Melinda and Melinda,54,TV-MA,99,Drama,18mar2005,2005,5.8,35,18,10,7,,,,Original Screenplay,3826280,16259545,Fox Searchlight
Ice Princess,55,G,98,Drama,18mar2005,2005,7.5,14,11,0,3,25000000,,,Original Screenplay,24402491,3243000,Walt Disney Pictures
D.E.B.S.,42,PG-13,91,Action,25mar2005,2005,7,15,11,0,4,3500000,,,Original Screenplay,97446,,Samuel Goldwyn Films
Guess Who,49,PG-13,105,Comedy,25mar2005,2005,6.3,28,17,7,4,35000000,,,Remake,68915888,32950142,Sony Pictures
The Ballad of Jack and Rose,59,R,112,Drama,25mar2005,2005,6.5,15,10,1,4,1500000,,,Original Screenplay,712275,203776,IFC Films
"Lipstick & Dynamite, Piss & Vinegar: The First Ladies of Wrestling",62,,83,Documentary,25mar2005,2005,,3,3,0,0,,,,Based on Real Life Events,26073,,Koch Lorber Films
Beauty Shop,53,R,105,Comedy,30mar2005,2005,5.4,15,10,0,5,25000000,,,Spin-Off,36351350,894103,MGM
Dust to Glory,61,PG,97,Action,01apr2005,2005,9.199999999999999,20,19,1,0,,,,Based on Real Life Events,640013,,IFC Films
Girl Play,37,Not Rated,80,Comedy,01apr2005,2005,8.4,7,6,0,1,,,,Original Screenplay,11523,,Wolfe Releasing
Fever Pitch,56,PG-13,103,Drama,08apr2005,2005,6,42,25,7,10,40000000,,,Based on Book/Short Story,42071069,8380238,20th Century Fox
Sahara,41,PG-13,124,Action,08apr2005,2005,6.8,62,47,5,10,145000000,,,Based on Book/Short Story,68671925,50597561,Paramount Pictures
Eros,51,R,104,Drama,08apr2005,2005,6.6,7,5,2,0,,,,Original Screenplay,188392,1347437,Warner Independent
Palindromes,53,Not Rated,100,Adventure,13apr2005,2005,6.9,23,17,1,5,,,,Original Screenplay,553368,153901,WellSpring
The Amityville Horror,33,R,90,Drama,15apr2005,2005,6.6,73,47,9,17,18500000,35000000,,Remake,65233369,42813762,Filmways Pictures
Down and Derby,45,PG,90,Comedy,15apr2005,2005,8,7,6,0,1,,,,Original Screenplay,231609,,Freestyle Releasing
House of D,33,PG-13,97,Drama,15apr2005,2005,7.2,21,15,3,3,2000000,,,Original Screenplay,388532,667,Lionsgate
Madison,43,PG,99,Drama,22apr2005,2005,5.9,9,6,0,3,14000000,10000000,,Based on Real Life Events,517262,,MGM
Night of Henna,35,,92,Comedy,22apr2005,2005,,0,0,0,0,,,,Original Screenplay,16027,,Illuminare
Enron: The Smartest Guys in the Room,82,R,109,Documentary,22apr2005,2005,8.300000000000001,35,31,2,2,,,,Based on Real Life Events,4071700,782464,Magnolia Pictures
King's Ransom,11,PG-13,95,Comedy,22apr2005,2005,1.3,78,11,0,67,25000000,,,Original Screenplay,4008527,135125,New Line
A Lot Like Love,48,PG-13,107,Drama,22apr2005,2005,7,42,32,1,9,25000000,,,Original Screenplay,21845719,21041000,Walt Disney Pictures
The Game of Their Lives,47,PG,101,Drama,22apr2005,2005,7.3,11,8,1,2,20000000,,,Based on Book/Short Story,375750,13248,IFC Films
The Painting,32,PG-13,95,Drama,29apr2005,2005,,0,0,0,0,,,,Original Screenplay,4115,,Castle Hill Productions
The Hitchhiker's Guide to the Galaxy,63,PG,109,Adventure,29apr2005,2005,5.9,210,121,28,61,45000000,,,Based on Book/Short Story,51085416,53393000,Walt Disney Pictures
Death of a Dynasty,41,R,92,Comedy,29apr2005,2005,,2,1,0,1,,,,Original Screenplay,42108,,TLA Releasing
Funny Ha Ha,78,,89,Drama,29apr2005,2005,5.2,20,11,0,9,30000,,,Original Screenplay,77070,5550,Goodbye Cruel Releasing
Mysterious Skin,74,NC-17,105,Drama,06may2005,2005,8.300000000000001,66,59,1,6,,,,Based on Book/Short Story,713240,811726,Tartan Films
Crash,69,Unrated,112,Drama,06may2005,2005,7.9,190,158,5,27,7303082,21000000,,Original Screenplay,54580300,43829761,Lionsgate
Kingdom of Heaven,63,R,144,Action,06may2005,2005,7.8,235,192,15,28,110000000,,,Original Screenplay,47398413,164253638,20th Century Fox
Fighting Tommy Riley,53,Not Rated,109,Drama,06may2005,2005,9.300000000000001,7,7,0,0,300000,,,Original Screenplay,10514,,Freestyle Releasing
Kicking & Screaming,45,PG,95,Comedy,13may2005,2005,9.1,152,139,5,8,45000000,,,Original Screenplay,52842724,3227709,Universal
Modigliani,25,R,128,Biography,13may2005,2005,6.5,11,7,0,4,,,,Based on Real Life Events,205165,1260848,Bauer Martinez
Mindhunters,33,R,106,Drama,13may2005,2005,7.3,37,27,1,9,27000000,,,Original Screenplay,4480744,16668085,Miramax/Dimension
Mad Hot Ballroom,71,PG,105,Documentary,13may2005,2005,7.7,26,20,3,3,500000,,,Based on Real Life Events,8117961,961081,Paramount Vantage
Unleashed,58,Not Rated,102,Action,13may2005,2005,8.5,36,34,1,1,43000000,,,Original Screenplay,24537621,26333492,Focus/Rogue Pictures
Monster-in-Law,31,PG-13,101,Comedy,13may2005,2005,5.1,46,23,4,19,45000000,,,Original Screenplay,82931301,71818617,New Line
"Sex, Politics & Cocktails",24,,90,Comedy,20may2005,2005,3.4,5,2,0,3,,,,Original Screenplay,26087,,Regent Releasing
Saving Face,65,R,91,Drama,27may2005,2005,8.6,16,15,1,0,,,,Original Screenplay,1187266,49252,Sony Pictures Classics
A Wake in Providence,46,R,94,Comedy,27may2005,2005,4.9,7,3,0,4,,,,Original Screenplay,403069,,Indican Pictures
The Longest Yard,48,PG-13,113,Drama,27may2005,2005,6.4,68,42,9,17,82000000,,,Remake,158119460,32201108,Paramount Pictures
Bomb the System,52,R,91,Action,27may2005,2005,,3,3,0,0,,,,Original Screenplay,15520,,Palm Pictures
A League of Ordinary Gentlemen,66,Not Rated,93,Documentary,27may2005,2005,7,7,5,1,1,,,,Based on Real Life Events,18807,,Magnolia Pictures
Rock School,67,R,93,Documentary,03jun2005,2005,7.4,8,7,0,1,,,,Based on Real Life Events,64310,16947,Picturehouse
Cinderella Man,69,PG-13,144,Biography,03jun2005,2005,7.9,191,159,3,29,88000000,40000000,,Based on Real Life Events,61649911,46890000,Universal
Lords of Dogtown,56,Unrated,107,Biography,03jun2005,2005,8.6,49,43,3,3,25000000,,,Original Screenplay,11273517,2138440,Sony/TriStar
"Milwaukee, Minnesota",41,R,95,Drama,03jun2005,2005,,1,0,0,1,,,,Original Screenplay,17528,,Tartan Films
Deep Blue,71,G,83,Documentary,03jun2005,2005,6.2,5,3,0,2,,,,Based on Real Life Events,132261,19156000,Miramax
Mr. & Mrs. Smith,55,Unrated,120,Action,10jun2005,2005,5.6,235,130,28,77,110000000,,,Original Screenplay,186336279,291871241,20th Century Fox
The Adventures of Sharkboy and Lavagirl 3-D,38,PG,93,Action,10jun2005,2005,4.8,125,57,6,62,50000000,,,Original Screenplay,39177684,30248282,Miramax/Dimension
The Honeymooners,31,PG,90,Drama,10jun2005,2005,1,35,2,3,30,27000000,,,Based on TV,12843849,339577,Paramount Pictures
Chrystal,65,R,106,Drama,10jun2005,2005,7.4,11,7,1,3,,,,Original Screenplay,80858,,First Look
The Perfect Man,27,PG,100,Comedy,17jun2005,2005,4,35,13,1,21,10000000,,,Original Screenplay,16535005,3235470,Universal
Me and You and Everyone We Know,76,R,91,Drama,17jun2005,2005,6.9,134,92,12,30,2000000,,,Original Screenplay,3885134,4127704,IFC Films
Heights,59,R,93,Drama,17jun2005,2005,4.6,35,12,8,15,,,,Original Screenplay,1160817,145464,Sony Pictures Classics
Dallas 362,55,R,100,Drama,24jun2005,2005,,1,1,0,0,,,,Original Screenplay,21108,,ThinkFilm
Frantic,93,,88,Drama,24jun2005,2005,6.3,12,8,0,4,,,,Original Screenplay,17637950,,Warner Bros.
Bewitched,34,PG-13,102,Fantasy,24jun2005,2005,5.5,100,55,9,36,80000000,,,Based on TV,63313159,68113010,Sony Pictures
Rize,74,PG-13,86,Documentary,24jun2005,2005,7.3,23,18,1,4,700000,,,Based on Real Life Events,3336391,1310498,Lionsgate
War of the Worlds,73,PG-13,116,Action,29jun2005,2005,6.3,1089,685,81,323,132000000,,,Remake,234280354,357465186,Paramount Pictures
Rebound,36,PG,103,Comedy,01jul2005,2005,5.1,16,8,2,6,45000000,,,Original Screenplay,16809014,683000,20th Century Fox
Murderball,87,R,88,Documentary,08jul2005,2005,9,37,34,2,1,350000,,,Based on Real Life Events,1531154,219057,ThinkFilm
Dark Water,52,Unrated,105,Drama,08jul2005,2005,5.2,43,21,6,16,60000000,,,Remake,25473352,24010000,Walt Disney Pictures
The Beautiful Country,64,R,125,Drama,08jul2005,2005,8.4,11,10,0,1,,,,Original Screenplay,442813,435512,Sony Pictures Classics
Return to the Land of Wonders,60,,88,War,13jul2005,2005,,1,0,1,0,5000,,,,1338,,Arab Film Distribution
Charlie and the Chocolate Factory,72,PG,115,Adventure,15jul2005,2005,6.6,322,218,24,80,150000000,,,Remake,206459076,268509687,Warner Bros.
Happy Endings,57,R,128,Drama,15jul2005,2005,7.2,22,18,2,2,,,,Original Screenplay,1315701,357587,Lionsgate
Wedding Crashers,64,Not Rated,119,Comedy,15jul2005,2005,7.2,178,139,15,24,40000000,,,Original Screenplay,209255921,75920820,New Line
Bad News Bears,65,PG-13,113,Comedy,22jul2005,2005,6.6,28,20,3,5,35000000,,,Remake,32868349,1384498,Paramount Pictures
Hustle & Flow,68,R,116,Drama,22jul2005,2005,8.199999999999999,62,54,1,7,2800000,,,Original Screenplay,22202809,1360918,Paramount Vantage
November,47,R,73,Drama,22jul2005,2005,6.6,12,8,1,3,250000,,,,192186,,Sony Pictures Classics
The Island,50,PG-13,136,Action,22jul2005,2005,6.2,163,107,19,37,120000000,,,Original Screenplay,35818913,127130251,Dreamworks SKG
Must Love Dogs,46,PG-13,98,Comedy,29jul2005,2005,5.2,40,21,5,14,35000000,,,Based on Book/Short Story,43894863,14510450,Warner Bros.
Sky High,62,PG,100,Adventure,29jul2005,2005,6.9,42,34,1,7,60000000,,,Original Screenplay,63946815,22423000,Walt Disney Pictures
Stealth,35,PG-13,121,Action,29jul2005,2005,4.2,58,24,2,32,138000000,,,Original Screenplay,32116746,44816126,Sony Pictures
The Aristocrats,72,Not Rated,89,Comedy,29jul2005,2005,6.5,83,57,8,18,,,,Based on Real Life Events,6377461,431628,ThinkFilm
Junebug,80,R,106,Drama,03aug2005,2005,7.7,65,54,5,6,1000000,,,Original Screenplay,2678691,720537,Sony Pictures Classics
My Date with Drew,51,PG,90,Documentary,05aug2005,2005,5.8,17,11,0,6,1100,,,Based on Real Life Events,181041,81729,DEJ Productions
Broken Flowers,79,R,106,Drama,05aug2005,2005,5.7,148,81,19,48,,,,Original Screenplay,13744960,32975531,Focus Features
Duma,82,PG,100,Adventure,05aug2005,2005,9.5,18,18,0,0,12000000,,,Based on Book/Short Story,870067,124723,Warner Bros.
The Chumscrubber,41,R,108,Drama,05aug2005,2005,5.5,25,13,2,10,6800000,,,Original Screenplay,52597,298804,Picturehouse
The Great Raid,48,Unrated,132,Action,12aug2005,2005,8.1,47,39,1,7,60000000,20000000,,Based on Book/Short Story,10167373,601938,Miramax
Four Brothers,49,R,109,Action,12aug2005,2005,6.5,58,37,11,10,30000000,,,Original Screenplay,74494381,17880293,Paramount Pictures
Grizzly Man,87,R,103,Biography,12aug2005,2005,6.9,101,71,9,21,,,,Based on Real Life Events,3178403,882902,Lionsgate
Chaos,1,Not Rated,74,Drama,12aug2005,2005,4.3,8,3,1,4,,,,Original Screenplay,10289,,Dinsdale Releasing
Pretty Persuasion,45,R,104,Drama,12aug2005,2005,7.9,18,14,2,2,,,,Original Screenplay,305800,231326,Samuel Goldwyn Films
The Skeleton Key,47,R,104,Drama,12aug2005,2005,6.2,60,36,15,9,40000000,,,Original Screenplay,47907715,44067103,Universal
Supercross,26,PG-13,80,Action,17aug2005,2005,5,11,5,1,5,30000000,,,Original Screenplay,3102550,241881,20th Century Fox
